Id,userId,movieId,rating
0,1,6,4.0293026
1,1,10,3.4400542
2,1,12,3.6768847
3,1,14,4.177239
4,1,17,3.7776527
5,1,20,2.5761766
6,1,23,2.831431
7,1,24,2.4623246
8,1,27,2.8072908
9,1,31,4.3403044
10,1,33,4.207552
11,1,36,3.9991546
12,1,39,4.121894
13,1,44,3.9165263
14,1,47,4.2165537
15,1,49,3.6720567
16,1,51,4.0700192
17,1,53,3.9721777
18,1,54,3.9837308
19,1,56,2.4349308
20,1,60,3.641827
21,1,61,3.7424467
22,1,62,4.053043
23,1,64,2.327272
24,1,65,3.477709
25,1,67,3.909532
26,1,69,3.9762828
27,1,70,4.1301827
28,1,72,4.2757087
29,1,73,4.139142
30,1,74,2.4575715
31,1,76,3.6625478
32,1,78,4.107375
33,1,80,3.5604243
34,1,81,3.641061
35,1,82,3.9719799
36,1,84,4.215993
37,1,85,2.4491243
38,1,86,3.710027
39,1,90,4.302867
40,1,91,4.59373
41,1,92,4.4768915
42,1,96,4.2086678
43,1,97,4.2880096
44,1,98,4.0871224
45,1,100,4.4018097
46,1,102,4.242355
47,1,103,4.1190643
48,1,104,4.2686973
49,1,107,4.0215774
50,1,108,4.1035347
51,1,112,4.176187
52,1,113,3.261649
53,1,114,3.5024672
54,1,117,3.9245837
55,1,118,3.8064873
56,1,120,3.802198
57,1,121,2.6438801
58,1,125,2.1433148
59,1,128,3.9267306
60,1,129,3.8840933
61,1,130,2.4544299
62,1,132,3.9251409
63,1,134,3.8619046
64,1,140,3.521336
65,1,143,3.6907964
66,1,145,4.186294
67,1,148,3.3232756
68,1,150,4.0189133
69,1,151,3.3104472
70,1,154,3.7947671
71,1,155,3.5994492
72,1,157,3.246718
73,1,159,3.1891654
74,1,160,3.4724731
75,1,161,3.344302
76,1,163,4.391518
77,1,164,3.5819297
78,1,170,2.4005318
79,1,171,4.054291
80,1,174,4.3208933
81,1,175,3.1866593
82,1,177,2.4931872
83,1,180,3.815106
84,1,183,3.1922662
85,1,184,3.799836
86,1,185,2.735334
87,1,186,3.942316
88,1,188,3.670315
89,1,189,2.1264262
90,1,190,2.2187915
91,1,193,3.454843
92,1,196,3.6248002
93,1,200,2.9798927
94,1,201,3.8189824
95,1,202,3.4670131
96,1,206,4.5116134
97,1,208,4.055238
98,1,209,4.2712026
99,1,210,3.9162457
100,1,212,3.493226
101,1,213,4.084151
102,1,214,3.1598094
103,1,215,3.4064496
104,1,218,3.4328148
105,1,219,3.473052
106,1,221,1.852813
107,1,222,3.5083723
108,1,224,2.2420397
109,1,225,1.9205481
110,1,226,4.0397315
111,1,227,3.6968968
112,1,228,3.7419035
113,1,229,2.229422
114,1,230,2.7457209
115,1,232,3.4289253
116,1,233,3.2071788
117,1,235,2.9188604
118,1,236,2.3285394
119,1,241,2.5398138
120,1,242,4.6139517
121,1,243,3.0676453
122,1,248,3.985618
123,1,250,3.959567
124,1,252,4.1761117
125,1,253,3.8017504
126,1,254,4.0038834
127,1,255,4.0892115
128,1,258,2.119061
129,1,259,2.4268363
130,1,260,4.0535445
131,1,262,3.5742521
132,1,264,2.9606524
133,1,265,2.6443477
134,1,266,3.2992811
135,1,267,2.5843868
136,1,272,4.5790825
137,2,13,3.2500167
138,2,19,4.1354394
139,2,50,4.3456035
140,2,251,4.4496956
141,2,257,2.1694918
142,2,279,3.885784
143,2,280,3.360368
144,2,281,2.9644995
145,2,290,3.3780794
146,2,292,4.2423744
147,2,297,4.3421073
148,2,298,4.2155952
149,2,299,3.748264
150,2,301,4.065371
151,2,303,3.8447614
152,2,307,4.1039023
153,2,308,4.2231927
154,2,312,4.273236
155,2,313,4.259043
156,2,314,4.0679355
157,2,315,4.294495
158,2,316,4.033833
159,3,245,3.2529278
160,3,264,2.7417316
161,3,272,4.011938
162,3,294,3.6250882
163,3,299,3.2530694
164,3,300,3.6039903
165,3,307,3.3997
166,3,318,3.330521
167,3,323,2.922064
168,3,324,2.175263
169,3,327,3.208083
170,3,328,2.959031
171,3,330,3.6707726
172,3,331,3.0949907
173,3,332,3.408516
174,3,334,2.6426878
175,3,335,3.369635
176,3,337,3.5500128
177,3,341,3.7281675
178,3,343,3.2449162
179,3,345,3.1421895
180,3,348,3.299961
181,3,349,3.474151
182,3,350,3.1790278
183,3,351,3.2630043
184,3,354,3.4414697
185,4,50,4.6211853
186,4,260,4.433803
187,4,264,3.727267
188,4,288,4.152745
189,4,294,4.5823283
190,4,303,4.3325796
191,4,354,4.471512
192,4,356,3.5226374
193,4,357,4.1938148
194,4,361,3.0447974
195,5,1,3.8648248
196,5,2,2.977909
197,5,17,3.4665174
198,5,24,2.333755
199,5,40,2.8642976
200,5,42,3.4217014
201,5,62,3.806642
202,5,69,3.7182937
203,5,79,3.226952
204,5,80,3.2000647
205,5,89,2.8898878
206,5,90,4.1023583
207,5,94,3.9073544
208,5,98,3.846238
209,5,100,4.2230644
210,5,102,4.0295553
211,5,109,4.0792413
212,5,110,3.7054863
213,5,139,3.9341161
214,5,143,3.384
215,5,144,3.3733919
216,5,153,3.6147656
217,5,154,3.4928143
218,5,167,2.79409
219,5,173,3.1573381
220,5,176,2.7515688
221,5,185,2.6124096
222,5,209,4.064167
223,5,211,3.883375
224,5,214,2.8545094
225,5,219,3.0977356
226,5,222,3.14077
227,5,225,1.8274119
228,5,227,3.3655581
229,5,230,2.6315446
230,5,231,3.3470807
231,5,234,2.4220028
232,5,241,2.4302912
233,5,243,2.735977
234,5,259,2.2566702
235,5,267,2.4730647
236,5,363,3.2586265
237,5,364,2.9107823
238,5,369,2.562289
239,5,370,2.9632597
240,5,372,3.7792492
241,5,376,3.645622
242,5,377,3.6858754
243,5,379,3.8836513
244,5,382,3.1361127
245,5,384,2.9804566
246,5,385,3.3555562
247,5,388,2.7524574
248,5,389,2.7866578
249,5,391,3.5047517
250,5,393,2.6722445
251,5,394,3.4022677
252,5,397,2.6124177
253,5,400,2.7019649
254,5,402,2.3889732
255,5,403,2.8975503
256,5,407,2.4504182
257,5,410,3.4476814
258,5,411,3.1318183
259,5,413,2.794986
260,5,417,2.3912973
261,5,418,2.796165
262,5,421,4.4291935
263,5,422,2.9594862
264,5,423,4.1232986
265,5,424,4.178791
266,5,426,3.5788186
267,5,428,3.864275
268,5,429,3.9250636
269,5,433,2.9542274
270,5,435,3.448766
271,5,436,3.0916283
272,5,439,3.621877
273,5,441,3.7226024
274,5,444,4.07629
275,5,445,3.9842415
276,5,453,3.4475636
277,5,454,2.877117
278,5,457,3.0163174
279,6,14,3.933527
280,6,15,2.4116912
281,6,19,3.8794053
282,6,23,2.4898622
283,6,28,2.8870618
284,6,32,3.595661
285,6,56,2.2479317
286,6,59,2.279674
287,6,69,3.6974485
288,6,70,3.8774567
289,6,81,3.373276
290,6,86,3.2828088
291,6,87,4.047859
292,6,95,4.3381815
293,6,98,3.8265753
294,6,100,4.208037
295,6,117,3.6387768
296,6,124,3.6892176
297,6,125,1.9630473
298,6,131,1.8802779
299,6,133,3.9198275
300,6,134,3.5700855
301,6,135,2.8153052
302,6,136,3.7004192
303,6,143,3.3435872
304,6,151,2.8482728
305,6,154,3.4392838
306,6,156,2.7558875
307,6,175,2.8699923
308,6,180,3.367594
309,6,183,2.8643725
310,6,187,3.690315
311,6,188,3.2956786
312,6,189,1.9267547
313,6,193,3.0203378
314,6,195,3.1949914
315,6,197,2.347904
316,6,199,2.819335
317,6,204,3.5574334
318,6,205,3.5250366
319,6,208,3.7891598
320,6,209,4.0469747
321,6,211,3.8640926
322,6,213,3.8230789
323,6,221,1.6963403
324,6,238,2.7821207
325,6,248,3.7082226
326,6,258,1.9062066
327,6,269,1.9411052
